기준,BUDAT_NM,날짜1,날짜2,날짜수식전환,월주,주,요일,월,COURSE_CD,local_code,PK_CUST_CD,CUST_NM,지역,주소,구,X,Y,ITEM_CD,ITEM_NM,QCT_NO,STD_PACK_QTY,총량,BOX,낱개,TRP_TYP,TRP_CUST_CD,수제구분,CBM
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,인천-21,1002148,으뜸약국,인천,인천 계양구 효성동 225-2,계양구,126.716058,37.5273489,5000004,까스활명수큐액 75ML(50),A013,120,360,3,0,Y,고려택배,X,0.081
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,인천-65,1002426,삼정프라자약국,인천,인천 남동구 구월2동 6-22 1층,남동구,126.7150408,37.45736659,5000039,부채표쌍화천 100ML,A024,100,500,5,0,Y,고려택배,X,0.135
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,인천-190,1002719,월드탑약국,인천,"인천 중구 공항로 272(운서동,인천국제공항여객터미널내3층)",중구 ,126.4491058,37.45753705,5001928,미인활명수액 75mL,K003,120,120,1,0,Y,고려택배,X,0.027
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,인천-22,1003030,이조약국,인천,인천 계양구 효성동 25 뉴서울 101,계양구,126.7112357,37.53305476,5000004,까스활명수큐액 75ML(50),A013,120,360,3,0,Y,고려택배,X,0.081
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,인천-27,1003397,한솔약국,인천,"인천 계양구 효서로 380, 106,107호(작전동,신현대타운)",계양구,126.738197,37.52737522,5000004,까스활명수큐액 75ML(50),A013,120,360,3,0,Y,고려택배,X,0.081
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,인천-148,1006049,백제약국,인천,"인천 서구 왕길동 검단2지구 64블럭 6,7 롯트리치웰프라자 1층 10",서구 ,126.6534571,37.62031355,5000004,까스활명수큐액 75ML(50),A013,120,360,3,0,Y,고려택배,X,0.081
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,인천-51,1006879,구월메디칼약국,인천,인천 남동구 구월동 1141-5 2층,남동구,126.7067906,37.45231703,5000004,까스활명수큐액 75ML(50),A013,120,360,3,0,Y,고려택배,X,0.081
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,인천-76,1007922,윤약국,인천,인천 남동구 구월3동 1393-13,남동구,126.6953832,37.44606832,5000004,까스활명수큐액 75ML(50),A013,120,840,7,0,Y,고려택배,X,0.189
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,인천-41,1007927,온누리동산약국,인천,인천 남구 주안5동 15-1,남구 ,126.6798031,37.46804206,5000004,까스활명수큐액 75ML(50),A013,120,240,2,0,Y,고려택배,X,0.054
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,서울-654,1007940,종로태평양약국,서울,서울 중랑구 동일로 917(묵동),중랑구,127.0771077,37.61221379,5000070,비타천플러스 100ML,A013,100,2000,20,0,Y,고려택배,X,0.54
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,인천-17,1007958,서울메디칼약국,인천,인천 계양구 계산동 1063-1 1층 102,계양구,126.7352932,37.539819,5002890,헬민리버스 100ML,K005,50,100,2,0,Y,고려택배,X,0.054
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,부천-17,1007995,바른손약국,경기,경기 부천시 소사구 괴안동 130,부천시,126.795224,37.48630642,5000012,부채표쌍화탕 100ML,A003,100,500,5,0,Y,고려택배,X,0.135
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,인천-18,1008012,세기약국,인천,인천 계양구 병방동 404,계양구,126.7406505,37.54784329,5000004,까스활명수큐액 75ML(50),A013,120,360,3,0,Y,고려택배,X,0.081
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,인천-153,1008111,옥신약국,인천,인천 서구 가좌동 353-3,서구 ,126.6856594,37.48695714,5000004,까스활명수큐액 75ML(50),A013,120,1200,10,0,Y,고려택배,X,0.27
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,인천-67,1009187,아름다운약국,인천,"인천 남동구 용천로 157, 101호(간석동)",남동구,126.7142249,37.46369585,5002890,헬민리버스 100ML,K005,50,100,2,0,Y,고려택배,X,0.054
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,부천-46,1009500,중앙온누리약국,경기,경기 부천시 원미구 중동 1161-3 로하스프라자103,부천시,126.7924829,37.49421207,5000004,까스활명수큐액 75ML(50),A013,120,360,3,0,Y,고려택배,X,0.081
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,인천-34,1009550,삼정약국,인천,인천 남구 숭의동 58-10 8/5,남구 ,126.6569191,37.46597636,5000004,까스활명수큐액 75ML(50),A013,120,240,2,0,Y,고려택배,X,0.054
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,서울-194,1009604,부부약국,서울,서울 구로구 오류동 148-24,구로구,126.8435987,37.49215859,5000004,까스활명수큐액 75ML(50),A013,120,120,1,0,Y,고려택배,X,0.027
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,김포-11,1009670,솔터약국,경기,"경기 김포시 김포한강8로 333, 솔터마을3단지상가 105호",김포시,126.6307628,37.64123525,5000004,까스활명수큐액 75ML(50),A013,120,360,3,0,Y,고려택배,X,0.081
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,인천-10,1010321,경기프라자약국,인천,인천 계양구 작전3동 614-5,계양구,126.7337955,37.53411601,5000012,부채표쌍화탕 100ML,A003,100,500,5,0,Y,고려택배,X,0.135
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,인천-104,1010871,푸르미약국,인천,"인천 미추홀구 인하로 296, 107호(주안동, 쌍용주안상가)",미추홀,126.6809411,37.4476872,5000012,부채표쌍화탕 100ML,A003,100,200,2,0,Y,고려택배,X,0.054
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,인천-77,1011978,제일약국,인천,인천 남동구 구월2동 1241-16 108,남동구,126.7156145,37.45650506,5000004,까스활명수큐액 75ML(50),A013,120,120,1,0,Y,고려택배,X,0.027
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,서울-511,1012559,팜코리아약국,서울,서울 양천구 목4동 793-1 1층,양천구,126.8640939,37.53226507,5000004,까스활명수큐액 75ML(50),A013,120,600,5,0,Y,고려택배,X,0.135
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,인천-182,1012963,하늘약국,인천,"인천 연수구 컨벤시아대로 177 (송도동, 롯데마트송도점 2층약국코너)",연수구,126.6433245,37.38831432,5000004,까스활명수큐액 75ML(50),A013,120,360,3,0,Y,고려택배,X,0.081
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,인천-45,1013291,중앙약국,인천,인천 남구 학익동 661-9 수빈빌딩 108,남구 ,126.6747022,37.43924078,5000004,까스활명수큐액 75ML(50),A013,120,360,3,0,Y,고려택배,X,0.081
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,서울-87,1013623,강서종로약국,서울,서울 강서구 내발산동 723-4,강서구,126.8359855,37.54867099,5000039,부채표쌍화천 100ML,A024,100,1000,10,0,Y,고려택배,X,0.27
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,인천-168,1014063,둥지약국,인천,인천 연수구 청학동 468-1,연수구,126.6721935,37.41975528,5000012,부채표쌍화탕 100ML,A003,100,1500,15,0,Y,고려택배,X,0.405
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,인천-89,1014266,희망찬약국,인천,인천 남동구 간석2동 208-4,남동구,126.7085173,37.46267207,5000004,까스활명수큐액 75ML(50),A013,120,360,3,0,Y,고려택배,X,0.081
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,서울-199,1014859,온누리한라약국,서울,서울 구로구 구로1동 685-154 다원그린빌 101-1,구로구,126.8744227,37.49575489,5000004,까스활명수큐액 75ML(50),A013,120,360,3,0,Y,고려택배,X,0.081
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,부천-55,1021163,한아름약국,경기,경기 부천시 소사구 괴안동 4-11,부천시,126.795224,37.48630642,5000004,까스활명수큐액 75ML(50),A013,120,360,3,0,Y,고려택배,X,0.081
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,부천-20,1024987,보룡약국,경기,경기 부천시 소사구 심곡본동 667-2,부천시,126.795224,37.48630642,5000004,까스활명수큐액 75ML(50),A014,120,1200,10,0,Y,고려택배,X,0.27
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,부천-18,1025652,백화점약국,경기,경기 부천시 부천로 20 (심곡동),부천시,126.7835533,37.48603848,5000004,까스활명수큐액 75ML(50),A014,120,600,5,0,Y,고려택배,X,0.135
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,부천-41,1025691,우리성모약국,경기,"경기 부천시 부일로571번길 54(소사동, 7,8)",부천시,126.7919597,37.48603598,5000004,까스활명수큐액 75ML(50),A013,120,600,5,0,Y,고려택배,X,0.135
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,인천-156,1026001,이도약국,인천,"인천 서구 중봉대로 587 (청라동, 홈플러스청라점 지하2층)",서구 ,126.6487418,37.5323742,5000004,까스활명수큐액 75ML(50),A013,120,360,3,0,Y,고려택배,X,0.081
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,서울-192,1026973,모스팜약국,서울,"서울 구로구 새말로 97, 제지하1층 제비에스 026호(구로동, 신도림테크노마트)",구로구,126.8902273,37.50704387,5002890,헬민리버스 100ML,K005,50,50,1,0,Y,고려택배,X,0.027
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,부천-39,1028433,열린온누리약국,경기,"경기 부천시 원미구 삼작로 252, 104(도당동, 1층)",부천시,126.7924829,37.49421207,5000004,까스활명수큐액 75ML(50),A014,120,600,5,0,Y,고려택배,X,0.135
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,인천-98,1042496,부영약국,인천,인천 미추홀구 한나루로 411(학익동),미추홀,126.6650327,37.44439862,5000039,부채표쌍화천 100ML,A025,100,500,5,0,Y,고려택배,X,0.135
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,김포-15,1043453,운양온누리약국,경기,"경기 김포시 김포한강11로 288-27, 한강프라자 106호(운양동)",김포시,126.6833598,37.65478116,5000004,까스활명수큐액 75ML(50),A014,120,120,1,0,Y,고려택배,X,0.027
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,서울-106,1047115,신금강약국,서울,서울 강서구 등촌동 689-2 NC백화점 지하 1층,강서구,126.840954,37.55965826,5000004,까스활명수큐액 75ML(50),A014,120,120,1,0,Y,고려택배,X,0.027
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,인천-150,1050463,비타민약국,인천,인천 서구 신현동 272  금강아미움상가3층310호,서구 ,126.6725454,37.51790648,5000004,까스활명수큐액 75ML(50),A013,120,360,3,0,Y,고려택배,X,0.081
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,인천-38,1051430,열린연세약국,인천,"인천 남구 토금남로 53, 상가-105 (용현동,한양아파트)",남구 ,126.638087,37.45081747,5000004,까스활명수큐액 75ML(50),A013,120,360,3,0,Y,고려택배,X,0.081
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,인천-184,1051474,햇살온누리약국,인천,"인천 연수구 앵고개로104번길 4, 104호(동춘동, 준빌딩)",연수구,126.6570538,37.41238996,5002883,활명수 123 450ml,K001,15,15,1,0,Y,고려택배,X,0.027
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,인천-120,1051516,솔로몬약국,인천,"인천 부평구 경원대로 1238 (산곡동, 1층)",부평구,126.7084414,37.48724822,5000004,까스활명수큐액 75ML(50),A014,120,120,1,0,Y,고려택배,X,0.027
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,인천-181,1052784,팜프라자연수제일약국,인천,"인천 연수구 앵고개로 266, 상가A동 1층(동춘동, 한양2차아파트(롯데슈퍼",연수구,126.6728198,37.40697151,5000004,까스활명수큐액 75ML(50),A014,120,360,3,0,Y,고려택배,X,0.081
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,인천-177,1052868,연수바른약국,인천,"인천 연수구 학나래로 12, 1층(선학동)",연수구,126.6966802,37.42395354,5000004,까스활명수큐액 75ML(50),A014,120,360,3,0,Y,고려택배,X,0.081
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,서울-105,1053310,수태평양약국,서울,"서울 강서구 공항대로 531, 1층 104호(염창동, 한울밸리움)",강서구,126.8654698,37.5511345,5000004,까스활명수큐액 75ML(50),A014,120,600,5,0,Y,고려택배,X,0.135
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,인천-179,1054166,캠퍼스메이플약국,인천,"인천 연수구 송도과학로27번길 55, 상가 에이동 107호(송도동, 롯데캐슬 캠퍼스타운)",연수구,126.6642625,37.38803691,5000004,까스활명수큐액 75ML(50),A014,120,600,5,0,Y,고려택배,X,0.135
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,인천-15,1054449,베드로약국,인천,"인천 계양구 안남로554번길 1, 107호(효성동,대정프라자)",계양구,126.7107479,37.53247501,5000004,까스활명수큐액 75ML(50),A014,120,240,2,0,Y,고려택배,X,0.054
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,부천-21,1054891,부천이화약국,경기,"경기 부천시 여월로 72, 107호(여월동, 여월프라자)",부천시,126.8062918,37.51175629,5000004,까스활명수큐액 75ML(50),A014,120,360,3,0,Y,고려택배,X,0.081
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,인천-103,1054921,키즈맘약국,인천,인천 미추홀구 경원대로 766 (주안동),미추홀,126.6903838,37.45109989,5001928,미인활명수액 75mL,K003,120,360,3,0,Y,고려택배,X,0.081
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,서울-85,1055248,감초약국,서울,"서울 강서구 강서로 38(화곡동, 1층)",강서구,126.8473178,37.53124742,5000004,까스활명수큐액 75ML(50),A014,120,360,3,0,Y,고려택배,X,0.081
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,인천-44,1055283,중앙메디칼약국,인천,"인천 남구 독배로 311,1층 110호(용현동,비젼프라자)",남구 ,126.6491199,37.44814651,5000004,까스활명수큐액 75ML(50),A014,120,600,5,0,Y,고려택배,X,0.135
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,인천-79,1055641,중앙판도라약국,인천,"인천 남동구 남동대로 772, 1층 2호(구월동, 동성빌딩)",남동구,126.7082572,37.45099204,5000004,까스활명수큐액 75ML(50),A014,120,360,3,0,Y,고려택배,X,0.081
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,인천-102,1056302,주안정약국,인천,"인천 미추홀구 미추홀대로719번길 4, 104, 105호(주안동, 부성PINE)",미추홀,126.6797888,37.4619647,5000004,까스활명수큐액 75ML(50),A014,120,240,2,0,Y,고려택배,X,0.054
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,인천-9,1056347,365약국,인천,"인천 계양구 오조산로 1,107호(작전동, 거승프라자)",계양구,126.7378139,37.53093755,5000004,까스활명수큐액 75ML(50),A013,120,360,3,0,Y,고려택배,X,0.081
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,인천-139,1056811,가정온누리약국,인천,"인천 서구 청중로 486, 105호(가정동, 부일프라자)",서구 ,126.6653207,37.52971193,5000004,까스활명수큐액 75ML(50),A013,120,360,3,0,Y,고려택배,X,0.081
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,부천-10,1057063,메디컬우리약국,경기,"경기 부천시 부천로 198, 에이동 1층 일부(춘의동)",부천시,126.7872254,37.50217141,5001928,미인활명수액 75mL,K003,120,120,1,0,Y,고려택배,X,0.027
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,김포-28,1057699,효원약국,경기,"경기 김포시 사우중로 82, 1층 107호(사우동, 사우프라자)",김포시,126.721184,37.62172402,5000070,비타천플러스 100ML,A013,100,100,1,0,Y,고려택배,X,0.027
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,인천-72,1057820,예술회관역약국,인천,"인천 남동구 예술로 지하 172, 지2층 NO.28 (구월동)",남동구,126.7011672,37.44945259,5002883,활명수 123 450ml,K001,15,15,1,0,Y,고려택배,X,0.027
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,서울-112,1057877,프라자약국,서울,"서울 강서구 강서로 267, 지상1층 101호(내발산동)",강서구,126.8359412,37.54959937,5000004,까스활명수큐액 75ML(50),A014,120,1800,15,0,Y,고려택배,X,0.405
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,인천-134,1058770,건지약국,인천,"인천 서구 신진말로 30 (가좌동, 승지빌딩), 1층 건지약국",서구,126.6790014,37.49298806,5000004,까스활명수큐액 75ML(50),A014,120,360,3,0,Y,고려택배,X,0.081
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,인천-174,1058788,스마트약국,인천,"인천 연수구 송도미래로 30 (송도동, 송도 BRC 스마트밸리 지식산업센터)",연수구,126.6490966,37.36728943,5000004,까스활명수큐액 75ML(50),A014,120,120,1,0,Y,고려택배,X,0.027
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,성남-50,1058796,위례중앙약국,경기,"경기 성남시 수정구 위례광장로 310 (창곡동, 우성트램타워), A동 1층 104호",성남시,127.14244,37.47273052,5000004,까스활명수큐액 75ML(50),A014,120,360,3,0,Y,고려택배,X,0.081
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,부천-33,1059374,시원약국,경기,"경기 부천시 상동로 87 (상동, 가나베스트타운3), 1층 112호",부천시,126.7524148,37.50522271,5000004,까스활명수큐액 75ML(50),A014,120,360,3,0,Y,고려택배,X,0.081
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,인천-101,1059482,주안시민약국,인천,"인천 미추홀구 경인로 399-1 (주안동, 훈산빌딩) 1층 일부층",미추홀,126.6845293,37.45846782,5000004,까스활명수큐액 75ML(50),A014,120,360,3,0,Y,고려택배,X,0.081
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,서울-195,1059996,삼거리약국,서울,"서울 구로구 경인로47길 107 (고척동), 2동 102호",구로구,126.8636276,37.50340271,5000004,까스활명수큐액 75ML(50),A014,120,360,3,0,Y,고려택배,X,0.081
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,서울-195,1059996,삼거리약국,서울,"서울 구로구 경인로47길 107 (고척동), 2동 102호",구로구,126.8636276,37.50340271,5000070,비타천플러스 100ML,A013,100,100,1,0,Y,고려택배,X,0.027
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,김포-24,1060001,풍무우리약국,경기,"경기 김포시 풍무로 76, 1층 103호(풍무동, 오성프라자)",김포시,126.7219782,37.60242642,5000004,까스활명수큐액 75ML(50),A014,120,360,3,0,Y,고려택배,X,0.081
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,김포-5,4500481,동원약품 수도권물류센터(동원아이팜),경기,경기 김포시 고촌읍 아라육로58번길 35-28,김포시,126.787957,37.59218467,5000070,비타천플러스 100ML,A013,100,1000,10,0,Y,고려택배,X,0.27
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TD,김포-18,4501144,주식회사 건아유통(납품처),경기,경기 김포시 통진읍 고정로 290-27 (귀전리),김포시,126.6015825,37.72370646,5000047,부채표쌍화원 100ML(유통),K044,100,5500,55,0,Y,고려택배,X,1.485
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TE,화성-25,1000579,성신약국,경기,"경기 화성시 향남읍 초록로 879, 1층",화성시,126.9933822,37.12199793,5000004,까스활명수큐액 75ML(50),A013,120,120,1,0,Y,고려택배,X,0.027
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TE,광명-16,1000836,혜민약국,경기,경기 광명시 광명7동 738-4,광명시,126.8517956,37.46825853,5000004,까스활명수큐액 75ML(50),A013,120,720,6,0,Y,고려택배,X,0.162
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TE,의왕-8,1001164,혜인약국,경기,경기 의왕시 오전동 838-3,의왕시,126.9669558,37.35873518,5000004,까스활명수큐액 75ML(50),A014,120,600,5,0,Y,고려택배,X,0.135
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TE,평택-4,1001171,광혜당약국,경기,"경기 평택시 안중읍 안현로 429, 1층 102호(서경빌딩)",평택시,126.9316954,36.98837357,5000004,까스활명수큐액 75ML(50),A014,120,240,2,0,Y,고려택배,X,0.054
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TE,안양-34,1001357,중앙당약국,경기,경기 안양시 만안구 안양동 676-114,안양시,126.9218341,37.39788071,5000004,까스활명수큐액 75ML(50),A014,120,600,5,0,Y,고려택배,X,0.135
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TE,의왕-2,1001879,성모프라자약국,경기,경기 의왕시 내손동 743 롯데마트 의왕점내,의왕시,126.9736497,37.38023268,5002173,황제골드 100ML,A001,100,200,2,0,Y,고려택배,X,0.054
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TE,평택-18,1001983,사랑약국,경기,경기 평택시 팽성읍 부용로 27 (106호),평택시,127.0587325,36.96323808,5000004,까스활명수큐액 75ML(50),A013,120,360,3,0,Y,고려택배,X,0.081
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TE,시흥-22,1002204,시화프라자약국,경기,경기 시흥시 군서마을로 36,시흥시,126.7478216,37.34527288,5000004,까스활명수큐액 75ML(50),A013,120,1200,10,0,Y,고려택배,X,0.27
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TE,안양-40,1002585,천일약국,경기,경기 안양시 동안구 평촌동 899-7 현대5차상가 115,안양시,126.9620876,37.38696056,5000004,까스활명수큐액 75ML(50),A014,120,600,5,0,Y,고려택배,X,0.135
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TE,용인-24,1002631,앞서가는21세기약국,경기,경기 용인시 수지구 죽전동 451-5 죽전빌딩 101,용인시,127.1122872,37.32698095,5000070,비타천플러스 100ML,A013,100,300,3,0,Y,고려택배,X,0.081
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TE,화성-5,1003289,계림약국,경기,경기 화성시 반송동 218-1 계림빌딩 108,화성시,127.0748921,37.19439426,5000004,까스활명수큐액 75ML(50),A014,120,360,3,0,Y,고려택배,X,0.081
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TE,안산-12,1008007,보룡약국,경기,경기 안산시 상록구 사동 1419 1층,안산시,126.8478675,37.28348292,5000012,부채표쌍화탕 100ML,A003,100,200,2,0,Y,고려택배,X,0.054
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TE,안산-12,1008007,보룡약국,경기,경기 안산시 상록구 사동 1419 1층,안산시,126.8478675,37.28348292,5002036,부채표 쌍화골드(도라지) 100mL,K012,100,500,5,0,Y,고려택배,X,0.135
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TE,안양-3,1008074,건인약국,경기,경기 안양시 동안구 관양2동 1388-39 창덕에버빌 609호,안양시,126.9550348,37.4045067,5000004,까스활명수큐액 75ML(50),A013,120,240,2,0,Y,고려택배,X,0.054
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TE,안양-3,1008074,건인약국,경기,경기 안양시 동안구 관양2동 1388-39 창덕에버빌 609호,안양시,126.9550348,37.4045067,5001368,활명수 75ML,A001,120,120,1,0,Y,고려택배,X,0.027
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TE,성남-7,1008763,기범약국,경기,경기 성남시 중원구 상대원동 2329,성남시,127.1628082,37.44040471,5000004,까스활명수큐액 75ML(50),A013,120,600,5,0,Y,고려택배,X,0.135
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TE,시흥-26,1010024,유성온누리약국,경기,"경기 시흥시 도일로124번길 2, 102호(거모동)",시흥시,126.7841687,37.3413566,5000004,까스활명수큐액 75ML(50),A014,120,240,2,0,Y,고려택배,X,0.054
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TE,안산-21,1010160,시장약국,경기,경기 안산시 단원구 원곡동 846 보성프라자 117,안산시,126.801742,37.32834761,5000004,까스활명수큐액 75ML(50),A013,120,360,3,0,Y,고려택배,X,0.081
AVG+30%,2021-04-12,2021-04-12,21.4.12,2021.4.12,4월3주,3,월,4월,TE,성남-39,1010550,연세약국,경기,"경기 성남시 수정구 수진동 55 외 2필지 109,110,111호""",성남시,127.1322511,37.44081906,5000004,까스활명수큐액 75ML(50),A013,120,600,5,0,Y,고려택배,X,0.135
